"nu_Licitacao","cd_UGestora","tp_Licitacao","dt_Homologacao","tp_Objeto","vl_Licitacao","de_Obs"
"005422013",603095,8,"2013-08-09 00:00:00",2,1200,"CONT. DE RICARDO G. E TOQUE DE CLASSE REP. POR CELIA R. F. SOUZA, P/APRES. EM 10/08/13,PRAÇA RIO BRANCO, SABADINHO BOM."
"005432007",603095,8,"2007-11-09 00:00:00",2,1200,"Contratação de Marivaldo dos Santos Silva-Me rep. da banda Tentaculos,p/ apresnt. na prog.das Olimpiadas Esc Brasileiras"
"005432008",603095,8,"2008-11-24 00:00:00",2,10011.04,"Contratação da Embrashow Eventos Artisticos LTDA, rep. Grupo Blues Etílico, p/ apresentação dia 16/01/09 no Est. Nordest"
"005432009",603095,8,"2009-09-04 00:00:00",2,1000,"Contrat. Grupo Rastaman, fara apresentacao dia 06/08/2009, na praca Aldices Carneiro, em Manaira."
"005432010",603095,8,"2010-09-30 00:00:00",2,4500,"Contrat. Companhia Lua Crescente, fara Interv. Recretivas e Artiticas, no dia 10/10/2010, no Circo armado na Lagoa."
"005432012",603095,8,"2012-11-23 00:00:00",2,1800,"CONT. DO GRUPO MARACATÚ PÉ DE ELEFANTE P/ APRESENT. DIA 23/11/12 NA PÇA RIO BRANCO."
"005432013",603095,8,"2013-08-20 00:00:00",2,2000,"CONT. DE CHORO AMIGO REP. POR PELAGGIO N. P. FIALHO, P/APRES. EM 31/08/13, NA PRAÇA RIO BRANCO, PROJ. SABADINHO BOM."
"005442007",603095,8,"2007-11-09 00:00:00",2,500,"Contratação do trio de forró pé de serra Três do Nordeste,p/ apresentação dia 09/11/07 no evento II Roger  Mostra sua Ca"
"005442008",603095,8,"2008-11-28 00:00:00",2,33369.44,"Contratação da Embrashow Eventos Artisticos LTDA, rep. a Banda Detonautas, p/ apresentação dia 31/01/09 no Est.Nordeste "
"005442009",603095,8,"2009-09-04 00:00:00",2,1000,"Contrat. Grupo Mobie, fara apresentacao dia 06/09/2009, na praca de mangabeira ."
"005442010",603095,8,"2010-09-30 00:00:00",2,3000,"Contrat. Fagner V.E. Musical, fara apresentacao dia 08/10/2010, no Ponto Cem Reis- Centro."
"005442012",603095,8,"2012-11-29 00:00:00",2,2000,"CONT. DE PENEDO PROD. ART. LTDA, REP. EXCLUSIVO DE ANTONIO C.L. DE MORAES P/ PALESTRAR DIA 30/11/12 NO CINE FUNJOPE."
"005442013",603095,8,"2013-08-20 00:00:00",2,1200,"CONT. ARTISTA PAULO ADRIANO DOS SANTOS (PAULO BRASIL), P/APRES. EM 31/08/13, NA PRAÇA RIO BRANCO, PROJ. SABADINHO BOM."
"005452007",603095,8,"2007-11-09 00:00:00",2,500,"Contratação do DJ Guilherme de Souza Alves, p/ apresentação dia 18/11/07 na Prog, das Olimpiadas Esc. Brasileiras."
"005452008",603095,8,"2008-11-24 00:00:00",2,4000,"CONTRATAÇÃO DA COMPAINHA PARAIBANA DE COMEDIA PARA APRESENTAÇÃO NO REVEILLON 2009 E ESTAÇÃO NORDESTE."
"005452009",603095,8,"2009-09-04 00:00:00",2,1000,"Contrat. Joao G. Araujo, fara apresentacao dia 06/09/2009, na praca Tiradentes, na Torre."
"005452010",603095,8,"2010-09-30 00:00:00",2,2000,"Contart. Grupo Cirandeiros do Vale do Gramame, fara apresentacao dia 01/10/2010, praca do conjunto cidade verde Mangabei"
"005452012",603095,8,"2012-11-30 00:00:00",2,2000,"Contrat. Grupo Oitavas do Choro, fara apresentacao dia 22/12/2012, na Praça Rio Branco - Centro, Projeo Sabadinho Bom."
"005452013",603095,8,"2013-08-20 00:00:00",2,1200,"CONT. DO ARTISTA JORGE A. BARBOSA (BETO MALLOCA), P/APRES. EM 21/09/13, NA PRAÇA RIO BRANCO, PROJ. SABADINHO BOM."
"005462007",603095,8,"2007-11-09 00:00:00",2,750,"Contratação da banda Caronas do Opala, p/ apresentação dia 13/11/07 na Prog. das Olimpiadas Esc. Brasileiras."
"005462008",603095,8,"2008-11-28 00:00:00",2,22246.64,"Contratação da Embrashow Eventos Artisticos LTDA, rep. do trio  Art. Sá Rodrix e Guarabyra, p/ apresentação dia 30/01/09"
"005462009",603095,8,"2009-09-08 00:00:00",2,750,"Contrat. Quadrilha Junina Sucupira, Fara apresentacao dia 12/09/2009, no centro cultural popular da paraiba CPC."
"005462010",603095,8,"2010-09-30 00:00:00",2,2000,"Contrat. Mamulengo Joaquim Guedes, fara apresentacao dia 02/10/2010 Praca da Esperanca- Gervasio Maia."
"005462012",603095,8,"2012-11-30 00:00:00",2,2000,"CONT. DO MUSICO SALDOVAL MORENO P/ APRESENT. DIA 01/12/12 NA PÇA RIO BRANCO - SABADINHO BOM."
"005472007",603095,8,"2007-11-13 00:00:00",2,600,"Contratação do trio pé de serra Três do Nordeste, p/ apresentação dia 22/11/07 na Prog. da Festa de Nossa Senhora da Pen"
"005472008",603095,8,"2008-11-28 00:00:00",2,41038.4,"Contratação da Embrashow Eventos Artisticos Ltda, rep. o cantor Edson Gomes, p/ apresentação dia 17/01/09 no Est.Nordest"
"005472009",603095,8,"2009-09-08 00:00:00",2,750,"Contrat. Palhaco Tel Pastel, fara apresentacao dia 09/10/2009, na escola municipal  Alica Caldas."
"005472010",603095,8,"2010-09-30 00:00:00",2,3000,"Contrat. Nau Catarineta F. de Cabedelo, fara apresentacao dia 02/10/2010, na praca do Caju- Bessa."
"005472012",603095,8,"2012-11-30 00:00:00",2,2500,"CONT. DE MARIA H.M.M. PACHECO P/ COMPOR A COMISSÃO AVALIADORA E JULGADORA DO 14 SAMAP."
"005472013",603095,8,"2013-08-01 00:00:00",2,12000,"CONT. DE FLÁVIO E. L. FILHO REP. POR CIA TEATRO ARGONAUTAS, P/APRES. PERIODO 02a05/08/13,CIRCO DAS NEVES, F. DAS NEVES."
"005482007",603095,8,"2007-11-13 00:00:00",2,600,"Contratação da Ciranda do Sol, p/ apresentação teatral dia 11/11/07 no evento II Roger Mostra sua Cara."
"005482008",603095,8,"2008-11-27 00:00:00",2,30033.12,"Contratação da Embrashow Eventos Artisticos LTDA, rep. cantor Gabriel - O Pensador, p/ apresentação dia 03/01/09 no Est."
"005482009",603095,8,"2009-09-08 00:00:00",2,750,"Contrat. Mamulengo Joaquim Guedes, fara apresentacao dia 09/10/2009, na Escola Municipal Alice Caldas."
"005482010",603095,8,"2010-09-30 00:00:00",2,3000,"Contat. Grupo Ciranda do Sol do Mestre Mane Baixinho, fara apresentacao dia 02/10/2010, na Ferinha de Tambau."
"005482012",603095,8,"2012-11-30 00:00:00",2,2500,"CONT. DE RICARDO P. DE OLIVEIRA P/ COMPOR A COMISSÃO AVALIADORA E JULGADORA DO 14 SAMAP."
"005482013",603095,8,"2013-08-20 00:00:00",2,1000,"CONT. DO ARTISTA GLAUCIO VIEIRA MEIRELES (GLAUCIO MEIRELES), P/APRES. EM 20/08/13,NA REAL. DO X ANIV. REST. P. DA LAGOA."
"005492007",603095,8,"2007-11-13 00:00:00",2,600,"Contrataçào do trio Os Cabras de Mateus, p/ apresentação dia 24/11/07 na Prog.Cult. da Festa Nossa Sra das Neves."
"005492008",603095,8,"2008-11-24 00:00:00",2,2000,"COTRATAÇÃO DE FRANCISCO U. DE C. LISBOA, ARTISTA,  P/ O FORNECIMENTO DE 60 IMPRESSÕES DE XILOGRAVURA."
"005492009",603095,8,"2009-09-08 00:00:00",2,750,"Contrat. Adeilson De morais Ferreira, fara apresentacao dia 12/09/2009, no centro cultural popular da paraiba."
"005492010",603095,8,"2010-09-30 00:00:00",2,2500,"Contart. Grupo de Teatro O Bom da Cena, fara duas apres. dias 02 e 09/10/2010 na praca Alcide Carneiro e teatro Armando "
"005492012",603095,8,"2012-11-30 00:00:00",2,2500,"CONT. DO PROF. E ARTISTA JULIO LEITE P/ COMISSÃO AVALIADORA E JULGADORA DO 14 SAMAP."
"005492013",603095,8,"2013-08-01 00:00:00",2,8000,"CONT. GRUPO A BARCA MALUKA LTDA-ME, P/APRES. EM 04/08/13,PALCO DE CEM REIS-PALCO PRICIPAL,NAS FEST. DA FESTA DAS NEVES."
"005502007",603095,8,"2007-11-13 00:00:00",2,1000,"Contratação da banda Baile Megashow, p/ apresentação dia 22/11/07 na prog. Cultural da festa de Nossa Senhora da Penha."
"005502008",603095,8,"2008-11-24 00:00:00",2,2000,"CONTRATAÇÃO DO GRUPO BALLET JOVEM DA PARAIBA PARA APRESENTAÇÃO NO ESPETACULO ""ENQUANTO O TEMPO CHEGA""."
"005502009",603095,8,"2009-09-11 00:00:00",2,1000,"Contrat. Companhia Oxente De atividades Culturais, fara apresentacao dia 11/09/2009, no Ponto Cem Reis- no Centro."
"005502010",603095,8,"2010-09-30 00:00:00",2,1000,"Contrat. Trio de Forro de tres do Norte, fara arpesentacao dia 30/09/2010, na praca da Conquista- Padre Ze."
"005502012",603095,8,"2012-11-29 00:00:00",2,1200,"CONT. DA ORQUESTRA DE FREVO PARAÍSO TROPICAL P/ APRESENTAÇÃO NO BECO DA CACHAÇARIA FILIPEIA."
"005502013",603095,8,"2013-08-01 00:00:00",2,40000,"CONT. DO TEATRO MAGICO PRODUÇÕES ARTISTICAS LTDA, P/APRES. EM 05/08/13, NA FESTA DAS NEVES, NO PONTO DE CEM REIS."
"005512007",603095,8,"2007-11-13 00:00:00",2,600,"Contratação do trio de forró pé serra Forrofiá, p/ apresentação dia 23/11/07, na prog. da Festa de  Nossa Sra da Penha."
"005512008",603095,8,"2008-11-24 00:00:00",2,2000,"CONTRATAÇÃO DO GRUPO PARAIBASS PARA APRESENTAÇÃO NO DIA 29/12/2008 NO BUSTO DE TAMANDARÉ."
"005512009",603095,8,"2009-09-10 00:00:00",2,1000,"Contratacao Cia de Teatro Perfil, fara apresent. dia 12/09/2009 na praca da paz- Anfiteatro Lucio Lins.  "
"005512010",603095,8,"2010-09-30 00:00:00",2,600,"Contrat. Tiago Dantas Germano, participara de uma mesa redonda sobre literatura e quadrinho, no dia  30/09/2010, no audi"
"005512012",603095,8,"2012-12-07 00:00:00",2,3e+05,"Contrat. Mangaba Produçoes Artisticas,rep. Paralamas do Sucesso, fara apresentacao dia 01/01/2013, no Busto Tamandare."
"005522007",603095,8,"2007-11-13 00:00:00",2,1500,"Contratação da banda Lírio do Gueto p/ apresentação dia 13/11/07 na prog. das Olimpiadas Escolares Brasileiras."
"005522008",603095,8,"2008-11-24 00:00:00",2,420,"CONTRATAÇÃO DO GRUPO DE CAPOEIRA ANGOLA PALMARES PARA APRESENTAÇÃO NO DIA 08/12/2008 NO BUSTO DE TAMANDARÉ."
"005522009",603095,8,"2009-09-11 00:00:00",2,1000,"Contrat. Ciranda da Penha Cirandeira, fara apresentacao dia 13/09/2009, na praca da Mangueira- Alto do Mateus."
"005522010",603095,8,"2010-10-01 00:00:00",2,2000,"Contrat. Banda Dead Nomads, fara apresentacao dia 01/10/2010, na Praca Vital de Negreiros- Ponto Cem Reis Centro."
"005522012",603095,8,"2012-12-07 00:00:00",2,50000,"Contrat. Alessandro de F. Guedes, fara apresentacao dia 01/01/2013 no Busto de Tamandare - Praia de Tambau."
"005522013",201171,7,"2013-08-01 00:00:00",2,94984.98,"SERVIÇOS DE REFORMA, DEMOLIÇÃO, INSTALAÇÃO ELÉTRICA, COBERTURA, REVESTIMENTOS, "
"005532007",603095,8,"2007-11-13 00:00:00",2,500,"Contratação do poeta cantador João Paulo Bento, p/ apresentação dia 23/11/07 na prog. da Festa de Nossa Sra da Penha."
"005532008",603095,8,"2008-11-24 00:00:00",2,420,"CONTRATAÇÃO DA ASSOCIAÇÃO CULTURAL CAPOEIRA ANGOLA COMUNIDADE PARA APRES. NO DIA 08/12/2008 NO BUSTO DE TAMANDARÉ."
"005532009",603095,8,"2009-09-10 00:00:00",2,1000,"Contratacao Quarta Justa- Quarteto de corda e voz, fara apresent. 13/09/2009, na praca do Gervasio Maia."
"005532010",603095,8,"2010-10-01 00:00:00",2,2000,"Contrat. Coco de Roda De Gurugi, fara apresentacao dia 01/10/2010, Praca Antenor Navarro- Centro Historico."
"005532012",603095,8,"2012-12-11 00:00:00",2,1500,"Contrat. Fraderico Svendsen, artista plastico f/ parte da comissao que ira premiar os videos poemas, no dia 12/12/12."
"005542007",603095,8,"2007-11-13 00:00:00",2,750,"Contratação do trio de forró pé de serra Três do Norte, p/ apresentação dia 15/11/07 em prol da const. da Capela Santo I"
"005542008",603095,8,"2008-11-24 00:00:00",2,420,"CONTRATAÇÃO DO GRUPO DE CAPOEIRA BERIMBAU DOURADO PARA APRESENTAÇÃO NO DIA 08/12/2008 NO BUSTO DE TAMANDARÉ."
"005542009",603095,8,"2009-09-11 00:00:00",2,1000,"Contrat. Adailson de Souza, cantor- FAra apresent. dia 13/09/2009, na praca do Rangel."
"005542010",603095,8,"2010-10-01 00:00:00",2,3000,"Contrat. Companhia Oxente de Atividades Culturais, fara duas apresent. dias 01 e 02/10/2010, pracas amizade e caju, no R"
"005542012",603095,8,"2012-12-13 00:00:00",2,2500,"Contrat. Fernando A. Oliva, ira ministrar palestra dias 17 a 19/12/12, sobre a Historia da Fotografia, na Sala Funjope."
"005542013",201148,12,"2014-06-02 00:00:00",2,23976,"Contratação de empresa especializada na prestação de serviço continuo de telefonia movel celular.

"
"005552007",603095,8,"2007-11-13 00:00:00",2,500,"Contratação do trio de forró pé de serra Eugênio do Acordeon, p/ apresentação  dia 15/11/07 em prol da Const. Capela S.I"
"005552008",603095,8,"2008-11-24 00:00:00",2,420,"CONTRATAÇÃO DO GRUPO CULTURAL CAPOEIRA LIBERTAÇÃO PARA APRESENTAÇÃO NO DIA 08/12 NO BUSTO DE TAMANDARÉ."
"005552009",603095,8,"2009-09-10 00:00:00",2,1000,"Contrat. Escola Musica Toque De Vida, fara apresentacao dia 11/09/2009, no Ponto Cem Reis."
"005552010",603095,8,"2010-10-01 00:00:00",2,1000,"Contrat. Banda Anonimato, fara apresentacao dia 01/10/2010, na praca Vidal de Negreiros- Ponto Cem Reis."
"005552012",603095,8,"2012-12-12 00:00:00",2,1500,"Cont. Jose A.B.S. Junior, f/ parte da comissao que ira premiar os videos poemas focado no centenario ""EU"", dia 12/12/12."
"005552013",603095,8,"2013-09-06 00:00:00",2,6000,"CONT. GRUPO BEREGUEDÊ REP. POR EDVALDO OLIVEIRA LIMA-ME, P/APRES. EM 07/09/13, NO ANIV. DO BAIRRO ERNESTO GEISEL."
"005562007",603095,8,"2007-11-13 00:00:00",2,750,"Contratação da banda de ReggaeEmboscada, p/ apresentação dia 16/11/07 na prog. das Olimpiadas Esc. Brasileiras."
"005562008",603095,8,"2008-11-24 00:00:00",2,420,"CONTRATAÇÃO DO GRUPO DE CAPOEIRA COBRA CORAL PARA APRESENTAÇÃO NO DIA 08/12/2008 NO BUSTO DE TAMANDARÉ."
"005562009",603095,8,"2009-09-11 00:00:00",2,1000,"Contrat. Nelio Bezerra Torres, cantor- fara apresnetacao dia 13/09/2009, na praca do bessa."
"005562010",603095,8,"2010-10-01 00:00:00",2,2000,"Contrat. Banda Madalena Moog, fara apresentacao dia 02/10/2010, Praca Coqueral- Mangabeira."
"005562012",603095,8,"2012-12-13 00:00:00",2,4000,"Cont. Cristiane G. Fragoso, p/ coordenar a comissao que ira e premiar obras do edital Walfredo Rodrigues dia 14/12/2012."
"005562013",603095,8,"2013-09-06 00:00:00",2,2500,"CONT. BANDA LAMY TCHOK REP. POR ONASSIS E. DE ARAUJO, P/APRES. EM 06/09/13, NO ANIV. DO BAIRRO ERNESTO GEISEL."
"005572007",603095,8,"2007-11-13 00:00:00",2,2200,"Contratação do musico Heleno Feitosa Costa Filho, p/ apresentação dia 28/12/07 na Prog. do Projeto Musica do Mundo."
"005572008",603095,8,"2008-11-24 00:00:00",2,420,"CONTRATAÇÃO DO GRUPO DE AXÉ CAPOEIRA PARA APRESENTAÇÃO NO DIA 08/12/208 NO BUSTO DE TAMANDARÉ."
"005572009",603095,8,"2009-09-10 00:00:00",2,1000,"Contrat. Guilherme de Souza, Dj Guirraiz, fara apresent. dia 11/09/2009, na praca Antenor Navarro- Centro historico."
"005572010",603095,8,"2010-10-01 00:00:00",2,3000,"Cont.Grupos Los Iranzi,fara duas apresent.dias 02 e 09/10/2010,Pracas Augusto Crispim e Alcides Carneiro, Ipes e Manaira"
"005572012",603095,8,"2012-12-13 00:00:00",2,3000,"Cont. Banda Ozorno, rep. por Ligia Cleide, fara apres. dia 15, 21 e 22/12/2012, Grotao, Comunid. Baleado e Mussumagro."
"005572013",603095,8,"2013-09-06 00:00:00",2,2000,"CONT. ARTISTA FERNANDO A. F. DE ALBUQUERQUE (FEBUK),P/APRES. EM 06/09/13,EVENTO CANTATORRE,NA USINA C. ENERGISA."
"005582007",603095,8,"2007-11-13 00:00:00",2,1800,"Contratação de José Walter da Costa-ME, rep. a Orquestra JP Frevo,p/ apresnt.dia 18/11/07 na prog.das Olimpiadas Esc.Bra"
"005582008",603095,8,"2008-11-24 00:00:00",2,420,"CONTRATAÇÃO DO GRUPO DE CAPOEIRA GINGA NAÇÃO PARA APRESENTAÇÃO NO DIA 08/12/2008 NO BUSTO DE TAMANDARÉ."
"005582009",603095,8,"2009-09-10 00:00:00",2,750,"Contrat. Francisco Salustiano e Lindalva Dantas, fara apresent. dia 11/09/2009, no Centro de Cultura Popular da PB."
"005582010",603095,8,"2010-10-01 00:00:00",2,1500,"Contrat. Trupe Arlequim de Circo e Teatro, fara apresentacao dia 02/10/2010, na praca da Cultura- Castelo Branco."
"005582012",603095,8,"2012-12-13 00:00:00",2,3000,"Cont. Nehan N.Cirino, compor a comissao que selecionar e premiar as obras, edital de Premiacao n° 001/2012, dia 14/12/12"
"005582013",603095,8,"2013-09-06 00:00:00",2,2000,"CONT. DE RUSIEL PAULINO A. JUNIOR (JUNIOR TARGINO), P/APRES. EM 06/09/13,NO EVENTO CANTATORRE, NA USINA C. ENERGISA. "
"005592007",603095,8,"2007-11-13 00:00:00",2,10000,"Contratação de José Walter da Costa-ME, rep. da Orquestra JP Frevos,p/ apresent.dia 18/11/07 na prog. Olimpiadas Esc.Bra"
"005592008",603095,8,"2008-11-24 00:00:00",2,1500,"CONTRATAÇÃO DE JOSÉ GUILHERME DO A. NOGUEIRA PARA APRESENTAÇÃO NO DIA 25/01/2009 NA ESTAÇÃO CIENCIA."
"005592009",603095,8,"2009-09-10 00:00:00",2,750,"Contrat. Banda Ile Odara, fara apresentacao dia 12/09/2009, no Centro de Cultura Popular da PB."
"005592010",603095,8,"2010-10-01 00:00:00",2,3000,"Contrat. Trupe de Teatro e Circo Pirulito,fara duas apresent. dias 02 e 10/10/2010,pracas Mangueira -Alto do Mateus e no"
"005592013",603095,8,"2013-09-06 00:00:00",2,2000,"CONT. ARTISTA JOSE THIAGO M. GUIMARAES (SEU PEREIRA), P/APRES. EM 06/09/13, NO CANTATORRE, NA USINA CULTURAL ENERGISA."
"005602007",603095,8,"2007-11-13 00:00:00",2,500,"Contratação do trio pé de serra Arrocha que ela Gosta, p/ apresentação dia 01/12/07 no proj. Int.Comun. Vale do Gramame."
"005602008",603095,8,"2008-11-24 00:00:00",2,1500,"CONTRATAÇÃO DA BANDA DIVINA COMEDIA HUMANA, PARA APRESENTAÇÃO NO DIA 19/01/2009 NA ESTAÇÃO CIENCIA."
"005602009",603095,8,"2009-09-11 00:00:00",2,1000,"Contrat. Grupo Samba de Roda do Mestre Zunga, fara arpesent. dia 13/09/2009, na praca Alcides Carneiro- Manaira."
"005602010",603095,8,"2010-10-01 00:00:00",2,2000,"Contrat. Joao Inacio de A. Filho, cantor- Fara apresent. dia 02/10/2010, na praca Aquiles Leal- jaguaribe."
"005602012",603095,8,"2012-12-14 00:00:00",2,2500,"Contrat. Trio Forro Encabulado, rep. Eulalia A. Silva, fara apresent. dia 15/12/2012, Praça Rio Branco - Centro."
"005602013",603095,8,"2013-09-06 00:00:00",2,2000,"CONT. ARTISTA JOSÉ JACINTO SILVA (ROBERTO JACINTO), P/APRES. EM 06/09/13, NO EVENTO CANTATORRE, NA USINA C. ENERGISA"
"005612007",603095,8,"2007-11-13 00:00:00",2,2500,"Contratação do fotografo Francisco Gustavo Costa de Lima e Moura, p/ ministrar oficina de fotografia no casarão 34."
"005612008",603095,8,"2008-11-24 00:00:00",2,420,"CONTRATAÇÃO DO GRUPO DE CAPOEIRA ANGOLA BERIMBAU VIOLA PARA APRESENTAÇÃO NO DIA 08/12 NO BUSTO DE TAMANDARÉ."
"005612009",603095,8,"2009-09-16 00:00:00",2,1000,"Contrat. Grupo Maracatu Maracaiba, fara apresent. dia 12/09/2009, na praca Bela- Fucionarios II."
"005612010",603095,8,"2010-09-30 00:00:00",2,1000,"Cont. do Art. Plástico Jairo P. Cavalcanti p/ realização de exposição no Casarão 34 de 30/09 a 29/10/2010. "
"005612012",603095,8,"2012-12-14 00:00:00",2,2500,"Contrat. Eulalia A. Silva, rep Trio Flor de Caroa, fara apresentacao dia 15/12/2012, na Praca Rio Branco- Centro."
"005612013",603095,8,"2013-09-06 00:00:00",2,2000,"CONT. DA CARA DUPLA DE TEATRO REP. POR ROMILDO R. COSTA, P/APRES. EM 07/09/13, NO ANIV. DO BAIRRO ERNESTO GEISEL."
"005622007",603095,8,"2007-11-13 00:00:00",2,1500,"Contratação da banda Omelete, p/ apresentação dia 23/11/07 na Prog. Cultural da Festa de Nossa Senhora da Penha."
"005622008",603095,8,"2008-11-24 00:00:00",2,420,"CONTRATAÇÃO DO GRUPO DE CAPOEIRA GUARDIÕES DE ANGOLA, PARA APRESENTAÇÃO NO DIA 08/12 NO BUSTO DE TAMANDARÉ."
"005622009",603095,8,"2009-09-30 00:00:00",2,1000,"Contrat. Cia Oxente de Atividades Culturais , fara arpesent. dia 12/09/2009, na praca bela - nos Fucionarios II."
"005622010",603095,8,"2010-09-30 00:00:00",2,600,"Cont. do Jornalista e Escritor Astier B. da S. Lima p/ participação de uma mesa redonda sobre literatura e quadrinhos. "
"005622012",603095,8,"2012-12-31 00:00:00",2,3000,"Cont. Marcos E. da C. L. Lopes, p/ compor a comissao de Avaliacao da Curtas e Longas Metragens, dia 14/12/2012."
"005622013",603095,8,"2013-09-06 00:00:00",2,2000,"CONT. DA TALLENTUS M. SOLUÇOES MUSICAIS-ME (RINALDO VITORINNI),P/APRES. EM 07/09/13,PROJ. SABADINHO BOM, 1º TEMPO."
"005632007",603095,8,"2007-11-16 00:00:00",2,1250,"Contratação do grupo Afronordestinas, p/ apresentação dia 17/11/07, na prog. das Olimpiadas Escolares Brasileiras."
"005632008",603095,8,"2008-11-24 00:00:00",2,420,"CONTRATAÇÃO DO GRUPO DE CAPOEIRA ANGOLA PALMARES PARA APRESENTAÇÃO NO DIA 08/12 NO BUSTO DE TAMANDARÉ."
"005632009",603095,8,"2009-09-10 00:00:00",2,1000,"Contrat. Banda Ile Odara, fara apresentacao dia 12/09/2009, no Santuario da Penha."
"005632010",603095,8,"2010-10-01 00:00:00",2,5000,"Contart. Jose Walter da Costa, rep. bandas Baiao de Doido e Arlequim fara apresentacao dia 01/10/2010 no Ponto Cem Reis."
"005632012",603095,8,"2012-12-14 00:00:00",2,3000,"Cont. wills Leal, participara da Comissao de Selecao do I edital Premiacao de Curtas e longas Metragens dia 14/12/2012."
"005632013",603095,8,"2013-09-06 00:00:00",2,1200,"CONT. ARTISTA HELAYNE CRISTINA REP. POR RAONI T. BARBOSA, P/APRES. EM 07/09/13, PROJ. SABADINHO BOM, 2º TEMPO."
"005642007",603095,8,"2007-11-13 00:00:00",2,2000,"CONTRATAÇÃO DE MARIVALDO DOS SANTOS SILVA-ME - ILUMINASON - SONORIZAÇÃO, EVENTOS E PRODUÇÕES, COMO REPREENTANTE DA BANDA"
"005642008",603095,8,"2008-11-24 00:00:00",2,420,"CONTRATAÇÃO DO GRUPO DE CAPOEIRA SÃO BENTO PARA APRESENTAÇÃO NO DIA 08/12/2008 NO BUSTO DE TAMANDARÉ."
"005642009",603095,8,"2009-09-10 00:00:00",2,750,"Contrat. Boi De Reis Estrela Do Norte, fara apresentacao dia 11/09/2009, no centro de Cultura Popular da Paraiba."
"005642010",603095,8,"2010-10-01 00:00:00",2,1000,"Contrat. Brothers of Brasil, fara apresentacao dia 01/10/2010, no Ponto Cem Reis- Centro."
"005642012",603095,8,"2012-12-20 00:00:00",2,1200,"Contrat. Boi de Reis Estrela do Norte, fara apresentacao dia 22/12/2012, na Praca Rio Branco - Centro."
"005642013",603095,8,"2013-09-06 00:00:00",2,2000,"CONT. BANDA FORRO DA MALA REP. POR JORGE H. BRITO XAVIER, P/APRES. EM 07/09/13, POLO J. PADRE ZÉ, NA CAVALGADA DIA 07/09"
"005652007",603095,8,"2007-12-21 00:00:00",2,67000,"Contratação de Mangaba Produções Artísticas Ltda, rep. dos Paralamas do Sucesso, p/ ap. dia 04/01/08 na Estação Nordeste"
"005652008",603095,8,"2008-11-28 00:00:00",2,8000,"Contratação do Grupo Aguaúna, p/ apresentação dia 26/12/08 na Programação do evento Musica do Mundo."
"005652009",603095,8,"2009-09-10 00:00:00",2,1000,"Contrat. Os Tres do Norte, fara apresent. dia 11/09/2009, na ferinha de Tambau, na programacao Cirvuito Cultural das Pra"
"005652010",603095,8,"2010-09-30 00:00:00",2,4000,"Cont. do Grupo Imburana de Danças Populares rep. por Marcelo F.B. Martins p/ realizar 03 apresent.no C.Cultura das Praça"
"005652012",603095,8,"2012-12-18 00:00:00",2,60000,"Contrat. Ceos Eventos e Producoes LTDA, rep. Banda Capim Cubano, fara apresent. dia 31/12/2012, Praia de Tambau."
"005652013",603095,8,"2013-09-06 00:00:00",2,3500,"CONT. DO COLETIVO TEATRAL SERTAO TEATRO, P/APRES. EM 08/09/13, NO ANIVERSÁRIO DO BAIRRO ERNESTO GEISEL."
"005662007",603095,8,"2007-11-20 00:00:00",2,50000,"Contratacao de Zélia Duncan, que realizará show dia
12 de janeiro de 2008, no projeto ESTACAO NORDESTE."
"005662008",603095,8,"2008-11-28 00:00:00",2,10870,"Contratação da Rigel Prod. Art. LTDA, rep. da cantora Cátia de França, p/ apresentação dia 09/01/09 no Estação Nordeste "
"005662009",603095,8,"2009-09-14 00:00:00",2,1000,"Contrat. Lapinha Sao Sebastiao Fara apresent. dia 20/09/2009, na praca do Coqueral- Mangabeira."
"005662010",603095,8,"2010-10-01 00:00:00",2,2000,"Contrat. Grupo Baluarte fara apresentacao dia 02/10/2010, na praca Soares Madruga- Valentina."
"005662012",603095,8,"2012-12-27 00:00:00",2,5000,"Contrat. Mirelle Dias C. Silva, Cantora Mira Maya, fara apresentacao dia 05/01/2013, no Busto de Tamandare."
"005662013",603095,8,"2013-09-20 00:00:00",2,6000,"CONT. DE BEREGUEDÊ REP. POR EDVALDO OLIVEIRA LIMA, P/APRES. EM 21/09/13, NA FESTA DE CONFRAT. MORAD. LAR DA PROVIDÊNCIA."
"005672007",603095,8,"2007-11-14 00:00:00",2,900,"CONTRATAÇÃO DE ACILIO ALBERTO MADEIRA NETO, PARA FORNECIMENTO DE 30 EXEMPLERES DO LIVRO NO CONFINS DA MISSÃO."
"005672008",603095,8,"2008-11-28 00:00:00",2,1500,"Contratação da Org. Com. Produtek, rep. do cantor Beto Brito, p/ apresentação dia 24/01/09 no Estação Nordeste 2009."
"005672009",603095,8,"2009-09-14 00:00:00",2,1000,"Contrat. Boi de Reis Estrela do Norte,fara apresent. dia 27/09/2009, na praca Alcides Carneiro- Manaira."
"005672010",603095,8,"2010-09-30 00:00:00",2,600,"Cont. do Editor e Quadrinista Henrique P. Magalhães, rep. pela Cia Oxente de Ativ.Culturais p/ partic. de uma mesa redon"
"005672012",603095,8,"2012-12-21 00:00:00",2,2000,"Contrat. Manoel C. C. Neto, rep Carlos Augusto, fara apresent. dia 22/12/2012, na Praca Rio Branco - Centro."
